id,Education_Level,Age_Group,Gender,Race,Offense_Type,Criminal_History_Category,Sentence_Length_months,Probation,Below_Guideline,Trial
9328,Less than HS,≤34,M,Hispanic,Immigration,IV,77,0,1,0
9329,Undergraduate Degree,55+,F,Other,Drug Trafficking,I,10,0,1,0
9330,High School,35-44,M,White,Immigration,I,88,0,1,0
9331,Some College,55+,F,Hispanic,Immigration,I,55,1,1,0
9332,Less than HS,45-54,M,Black,Firearms,II,65,0,1,0
9333,Less than HS,≤34,M,Black,Fraud,I,67,0,0,0
9334,Less than HS,≤34,M,Black,Robbery,III,40,0,0,0
9335,High School,≤34,M,Hispanic,Fraud,I,80,0,0,0
9336,Graduate Degree,45-54,M,White,Money Laundering,I,53,0,1,0
9337,High School,35-44,M,White,Immigration,V,58,0,0,0
9338,Less than HS,≤34,M,Black,Fraud,V,58,0,1,0
9339,High School,≤34,M,Hispanic,Immigration,I,34,0,1,0
9340,High School,45-54,M,Hispanic,Drug Trafficking,I,80,0,0,0
9341,High School,55+,M,Hispanic,Drug Trafficking,V,65,0,0,0
9342,High School,≤34,F,Other,Drug Trafficking,VI,94,0,1,0
9343,Undergraduate Degree,55+,M,Other,Drug Trafficking,I,64,0,1,0
9344,Less than HS,≤34,M,Hispanic,Firearms,II,72,0,0,0
9345,Less than HS,≤34,M,Hispanic,Fraud,III,35,0,1,0
9346,Less than HS,≤34,M,White,Drug Trafficking,II,64,0,0,0
9347,High School,35-44,M,White,Immigration,IV,68,0,1,0
9348,Some College,45-54,M,Hispanic,Firearms,IV,66,0,1,0
9349,High School,45-54,M,White,Drug Trafficking,I,56,0,1,0
9350,High School,≤34,M,Black,Firearms,IV,73,0,1,0
9351,Some College,45-54,M,Hispanic,Firearms,IV,31,0,1,0
9352,Some College,≤34,M,Black,Fraud,I,54,0,1,0
9353,Some College,35-44,F,White,Firearms,I,43,0,1,0
9354,Some College,55+,M,Other,Drug Trafficking,V,43,0,1,0
9355,Less than HS,≤34,M,Other,Fraud,VI,61,0,0,0
9356,Less than HS,35-44,M,White,Fraud,I,68,0,1,0
9357,Some College,≤34,M,White,Child Pornography,I,57,1,0,0
9358,Undergraduate Degree,35-44,F,Other,Money Laundering,I,57,0,1,0
9359,High School,55+,M,White,Drug Trafficking,VI,84,0,1,0
9360,Some College,35-44,M,White,Firearms,VI,36,0,0,0
9361,Some College,45-54,F,Other,Drug Trafficking,VI,45,0,1,0
9362,Less than HS,35-44,M,White,Robbery,IV,79,0,0,0
9363,Undergraduate Degree,≤34,M,Hispanic,Sexual Abuse,II,42,0,0,0
9364,High School,35-44,M,Black,Drug Trafficking,II,74,0,1,0
9365,High School,≤34,M,Black,Firearms,V,71,0,1,0
9366,Less than HS,35-44,M,Black,Fraud,I,52,0,1,0
9367,Less than HS,45-54,M,Hispanic,Robbery,I,62,0,0,0
9368,High School,45-54,M,Other,Immigration,I,74,0,1,0
9369,High School,45-54,M,White,Drug Trafficking,III,46,0,0,0
9370,Some College,45-54,M,Hispanic,Immigration,II,50,0,1,0
9371,Less than HS,35-44,M,Hispanic,Drug Trafficking,VI,66,0,0,0
9372,Some College,35-44,M,Other,Drug Trafficking,V,51,0,0,1
9373,Undergraduate Degree,45-54,M,Hispanic,Child Pornography,I,42,0,1,0
9374,High School,35-44,M,Hispanic,Fraud,I,64,0,1,0
9375,Some College,45-54,M,Hispanic,Child Pornography,I,92,0,1,0
9376,Less than HS,35-44,M,Black,Drug Trafficking,I,49,0,1,1
9377,High School,35-44,M,Other,Fraud,VI,65,0,0,0
9378,High School,55+,M,Hispanic,Fraud,V,56,0,0,0
9379,Less than HS,55+,F,Hispanic,Firearms,I,35,0,0,0
9380,High School,45-54,M,White,Immigration,I,47,0,1,0
9381,Some College,35-44,M,Black,Fraud,I,55,0,1,0
9382,Some College,≤34,M,Other,Firearms,I,62,0,0,0
9383,High School,35-44,M,White,Drug Trafficking,V,89,0,0,0
9384,High School,45-54,F,White,Firearms,III,89,0,1,0
9385,Some College,≤34,F,Black,Child Pornography,III,44,0,0,0
9386,High School,55+,M,Other,Immigration,II,82,1,1,0
9387,Less than HS,45-54,M,Black,Robbery,I,32,0,0,0
9388,Undergraduate Degree,35-44,F,Hispanic,Money Laundering,III,45,0,0,0
9389,High School,35-44,M,Black,Immigration,I,103,0,0,0
9390,High School,≤34,F,White,Firearms,II,70,0,1,1
9391,Less than HS,≤34,M,White,Firearms,I,37,0,0,0
9392,High School,55+,F,Black,Firearms,I,25,0,1,0
9393,Undergraduate Degree,55+,M,White,Sexual Abuse,I,56,0,1,0
9394,High School,55+,M,Other,Immigration,III,39,0,1,0
9395,High School,≤34,F,Hispanic,Immigration,I,62,0,0,0
9396,Less than HS,≤34,F,Black,Fraud,I,72,0,1,0
9397,Less than HS,≤34,M,White,Fraud,III,48,0,0,0
9398,Less than HS,45-54,F,Hispanic,Robbery,II,65,0,1,0
9399,Less than HS,≤34,M,White,Drug Trafficking,II,52,0,1,0
9400,High School,55+,M,Other,Immigration,I,76,0,1,0
9401,Less than HS,45-54,M,Black,Firearms,I,66,0,1,0
9402,High School,55+,M,Other,Fraud,I,79,0,0,0
9403,High School,55+,F,Hispanic,Immigration,III,64,0,0,0
9404,Some College,45-54,M,White,Fraud,I,48,0,1,0
9405,Some College,55+,F,Other,Immigration,IV,47,0,1,0
9406,High School,55+,M,Hispanic,Fraud,I,65,1,1,0
9407,Some College,55+,M,Black,Fraud,I,49,0,1,0
9408,High School,45-54,M,Other,Fraud,I,68,0,1,0
9409,High School,35-44,F,Hispanic,Drug Trafficking,I,83,0,1,0
9410,High School,35-44,F,Hispanic,Fraud,I,63,0,0,0
9411,Less than HS,35-44,F,White,Drug Trafficking,I,62,0,1,0
9412,High School,35-44,M,Black,Firearms,I,25,1,0,0
9413,Less than HS,35-44,M,Black,Robbery,I,69,0,0,0
9414,Less than HS,≤34,M,White,Drug Trafficking,I,41,0,1,0
9415,Less than HS,35-44,M,White,Immigration,III,59,0,1,0
9416,Some College,35-44,F,Black,Drug Trafficking,III,42,0,0,0
9417,Less than HS,35-44,F,Other,Firearms,I,48,0,0,0
9418,Some College,35-44,F,Hispanic,Fraud,VI,64,0,0,0
9419,High School,≤34,M,Other,Fraud,V,56,0,1,0
9420,High School,≤34,M,White,Fraud,I,69,0,0,0
9421,Less than HS,≤34,M,Hispanic,Fraud,V,62,0,0,0
9422,Some College,55+,M,White,Child Pornography,III,61,0,0,0
9423,High School,55+,M,Black,Immigration,VI,77,0,1,0
9424,High School,35-44,M,Black,Fraud,I,49,0,1,0
9425,High School,55+,F,Black,Fraud,I,70,0,0,0
9426,Less than HS,45-54,M,White,Robbery,II,44,0,1,0
9427,High School,45-54,M,Hispanic,Drug Trafficking,I,79,0,1,0
9428,High School,45-54,F,White,Drug Trafficking,III,47,0,0,0
9429,High School,35-44,F,Black,Drug Trafficking,III,59,0,1,0
9430,Less than HS,35-44,F,Black,Immigration,I,83,0,1,0
9431,High School,≤34,M,Other,Firearms,III,100,0,0,0
9432,Some College,45-54,M,Black,Fraud,VI,56,0,1,0
9433,High School,≤34,M,Other,Drug Trafficking,V,72,0,0,0
9434,Undergraduate Degree,35-44,M,White,Sexual Abuse,I,65,0,0,0
9435,Less than HS,≤34,F,White,Firearms,I,80,0,0,0
9436,High School,≤34,M,White,Fraud,I,97,0,1,0
9437,High School,≤34,M,White,Firearms,II,73,0,1,0
9438,Some College,45-54,M,White,Child Pornography,V,63,0,1,0
9439,High School,45-54,M,Black,Drug Trafficking,III,57,0,0,0
9440,High School,35-44,M,White,Fraud,I,60,0,0,0
9441,Some College,≤34,M,Hispanic,Fraud,I,65,0,0,0
9442,Undergraduate Degree,≤34,F,Black,Money Laundering,I,70,0,1,0
9443,Undergraduate Degree,≤34,F,Black,Fraud,I,20,0,1,0
9444,High School,35-44,M,Other,Firearms,I,63,0,1,0
9445,Some College,55+,F,Other,Child Pornography,V,75,0,1,0
9446,Some College,45-54,M,Black,Drug Trafficking,I,52,0,0,1
9447,Some College,55+,M,Black,Child Pornography,V,45,0,0,0
9448,High School,≤34,M,White,Immigration,I,58,0,1,0
9449,Graduate Degree,≤34,M,Black,Money Laundering,I,53,0,0,0
9450,Less than HS,35-44,M,Black,Firearms,VI,65,0,1,0
9451,Undergraduate Degree,≤34,M,Black,Child Pornography,I,16,0,0,1
9452,High School,35-44,M,Hispanic,Fraud,I,79,0,0,0
9453,High School,45-54,M,Black,Firearms,VI,41,0,0,0
9454,High School,35-44,M,White,Firearms,I,60,0,0,0
9455,Some College,45-54,M,Other,Firearms,I,32,0,1,0
9456,High School,≤34,M,Black,Fraud,I,57,0,1,0
9457,Less than HS,45-54,M,Hispanic,Robbery,V,56,0,1,0
9458,Undergraduate Degree,45-54,M,Hispanic,Fraud,I,30,0,0,0
9459,Some College,45-54,F,Other,Fraud,VI,34,0,0,0
9460,Undergraduate Degree,≤34,F,White,Money Laundering,I,31,0,0,0
9461,High School,45-54,M,Hispanic,Firearms,I,59,1,1,0
9462,Undergraduate Degree,≤34,M,White,Fraud,I,55,1,1,0
9463,Some College,35-44,M,Hispanic,Child Pornography,I,38,0,1,0
9464,High School,55+,M,Other,Drug Trafficking,II,53,0,1,0
9465,Some College,55+,M,Other,Child Pornography,VI,31,0,1,0
9466,Some College,35-44,F,Other,Drug Trafficking,IV,48,1,0,0
9467,High School,35-44,M,Black,Firearms,V,68,0,1,0
9468,Undergraduate Degree,45-54,M,White,Fraud,I,50,0,0,0
9469,Undergraduate Degree,55+,M,Hispanic,Drug Trafficking,II,41,0,1,0
9470,Undergraduate Degree,≤34,M,White,Money Laundering,I,18,0,1,0
9471,Some College,≤34,M,White,Firearms,IV,44,0,1,0
9472,High School,55+,M,Hispanic,Firearms,IV,59,0,1,0
9473,High School,45-54,M,Hispanic,Fraud,I,102,0,1,0
9474,High School,≤34,M,White,Immigration,V,88,0,0,0
9475,High School,≤34,F,Other,Fraud,II,73,0,1,0
9476,High School,35-44,M,White,Drug Trafficking,IV,67,0,0,0
9477,High School,45-54,M,Hispanic,Drug Trafficking,III,72,1,0,0
9478,Less than HS,≤34,F,Hispanic,Immigration,VI,36,1,1,0
9479,Undergraduate Degree,45-54,M,Black,Sexual Abuse,I,46,0,0,0
9480,Less than HS,35-44,F,Black,Drug Trafficking,III,65,0,1,0
9481,Some College,35-44,F,White,Fraud,I,26,0,1,0
9482,High School,35-44,F,Black,Immigration,VI,73,1,0,0
9483,Less than HS,≤34,M,White,Robbery,I,73,0,1,0
9484,Some College,45-54,M,Black,Child Pornography,VI,49,0,0,0
9485,High School,55+,M,Other,Drug Trafficking,VI,71,0,0,0
9486,Less than HS,45-54,F,Hispanic,Drug Trafficking,VI,66,0,0,0
9487,Less than HS,35-44,M,White,Drug Trafficking,II,60,0,1,0
9488,Graduate Degree,45-54,M,White,Money Laundering,I,49,1,0,0
9489,High School,35-44,M,Black,Immigration,I,57,0,0,0
9490,High School,55+,M,White,Drug Trafficking,II,79,0,1,0
9491,Some College,≤34,M,Black,Child Pornography,V,39,0,0,0
9492,Undergraduate Degree,45-54,M,Other,Fraud,VI,37,0,0,0
9493,Undergraduate Degree,55+,M,White,Child Pornography,III,42,0,1,0
9494,High School,≤34,M,Other,Fraud,VI,40,0,1,0
9495,Some College,55+,M,Other,Drug Trafficking,II,47,0,0,0
9496,Undergraduate Degree,35-44,M,White,Tax,V,34,1,1,0
9497,High School,55+,M,Hispanic,Immigration,III,62,0,0,0
9498,Less than HS,≤34,M,Black,Immigration,IV,53,0,0,0
9499,Less than HS,35-44,M,Hispanic,Firearms,I,67,0,0,0
9500,Less than HS,≤34,M,Black,Firearms,IV,75,0,1,0
9501,Undergraduate Degree,55+,F,Other,Fraud,I,52,0,0,0
9502,Less than HS,≤34,M,White,Firearms,VI,48,0,0,0
9503,High School,35-44,M,Other,Drug Trafficking,I,45,0,1,0
9504,Less than HS,≤34,F,Black,Robbery,I,49,0,1,0
9505,Less than HS,35-44,M,Black,Firearms,I,61,0,1,0
9506,Undergraduate Degree,45-54,M,White,Money Laundering,I,21,1,0,0
9507,High School,55+,M,Other,Immigration,VI,83,0,0,0
9508,High School,35-44,M,Hispanic,Immigration,V,88,0,1,0
9509,Less than HS,≤34,M,Black,Robbery,II,49,0,0,0
9510,High School,45-54,F,White,Fraud,IV,80,0,0,0
9511,High School,55+,M,Other,Drug Trafficking,I,67,0,1,0
9512,Undergraduate Degree,35-44,F,White,Child Pornography,VI,38,0,1,0
9513,Less than HS,35-44,M,Hispanic,Firearms,V,47,0,1,0
9514,Less than HS,≤34,M,White,Robbery,IV,68,0,0,0
9515,High School,≤34,F,White,Drug Trafficking,VI,70,1,0,0
9516,Less than HS,≤34,M,Hispanic,Firearms,IV,49,0,0,0
9517,High School,45-54,M,Black,Firearms,II,67,0,0,0
9518,Graduate Degree,35-44,M,White,Child Pornography,I,31,1,1,0
9519,High School,≤34,M,Black,Immigration,I,71,0,1,0
9520,High School,35-44,M,Black,Immigration,I,74,0,1,0
9521,High School,35-44,M,Other,Immigration,V,64,0,1,0
9522,Less than HS,≤34,M,White,Drug Trafficking,I,49,0,1,0
9523,High School,≤34,M,Black,Firearms,IV,68,0,1,0
9524,High School,45-54,M,White,Drug Trafficking,I,37,0,1,0
9525,Some College,35-44,F,Other,Immigration,V,28,0,1,0
9526,High School,45-54,F,Black,Drug Trafficking,III,54,0,0,0
9527,High School,55+,M,White,Drug Trafficking,I,50,0,0,0
9528,Undergraduate Degree,55+,M,White,Drug Trafficking,V,58,0,1,0
9529,Undergraduate Degree,35-44,M,Other,Tax,I,39,0,1,0
9530,High School,55+,F,Hispanic,Immigration,V,70,0,1,0
9531,High School,35-44,M,Hispanic,Immigration,VI,65,0,0,0
9532,Less than HS,≤34,M,Hispanic,Robbery,I,33,0,1,0
9533,Less than HS,≤34,M,Hispanic,Robbery,V,72,0,0,0
9534,High School,≤34,F,Black,Drug Trafficking,V,69,0,1,0
9535,Some College,55+,M,Black,Firearms,I,62,0,1,0
9536,High School,45-54,M,Hispanic,Fraud,V,75,0,1,0
9537,High School,45-54,M,Hispanic,Fraud,III,55,0,0,0
9538,High School,35-44,M,Other,Firearms,IV,41,1,0,0
9539,Less than HS,≤34,M,Hispanic,Fraud,II,48,1,0,0
9540,Less than HS,≤34,M,Hispanic,Firearms,I,63,0,1,0
9541,Less than HS,35-44,F,Black,Drug Trafficking,IV,53,0,0,0
9542,Less than HS,≤34,M,Hispanic,Firearms,V,47,0,1,0
9543,High School,55+,M,White,Immigration,II,95,0,1,0
9544,High School,≤34,M,Black,Fraud,V,100,0,0,0
9545,High School,35-44,F,Hispanic,Immigration,VI,79,1,1,0
9546,Some College,≤34,M,White,Fraud,II,35,1,1,0
9547,High School,45-54,F,Hispanic,Fraud,I,64,0,1,0
9548,Less than HS,35-44,M,Hispanic,Drug Trafficking,VI,53,0,1,0
9549,High School,55+,M,Hispanic,Firearms,VI,78,0,0,0
9550,High School,≤34,M,Black,Fraud,I,68,0,0,0
9551,High School,35-44,F,Hispanic,Drug Trafficking,I,44,0,1,0
9552,High School,≤34,M,White,Fraud,I,81,0,0,0
9553,Graduate Degree,55+,M,White,Child Pornography,I,95,0,1,0
9554,High School,45-54,F,White,Firearms,I,74,0,0,0
9555,High School,55+,F,Other,Drug Trafficking,III,106,0,0,0
9556,Less than HS,45-54,M,Hispanic,Immigration,I,57,0,1,0
9557,Less than HS,45-54,M,White,Fraud,VI,78,0,1,0
9558,Some College,55+,M,Other,Drug Trafficking,III,57,0,1,0
9559,High School,35-44,M,White,Fraud,I,63,0,1,0
9560,Less than HS,35-44,M,Black,Robbery,III,64,0,0,0
9561,Less than HS,≤34,M,Hispanic,Firearms,IV,55,1,1,0
9562,High School,≤34,M,Hispanic,Drug Trafficking,III,90,0,0,0
9563,Less than HS,≤34,F,Black,Immigration,IV,41,0,0,0
9564,High School,≤34,M,Other,Drug Trafficking,V,69,0,1,0
9565,High School,≤34,M,Black,Drug Trafficking,I,62,0,0,0
9566,High School,45-54,M,Hispanic,Drug Trafficking,I,58,0,0,0
9567,High School,35-44,M,White,Fraud,I,105,0,0,0
9568,Undergraduate Degree,≤34,M,White,Sexual Abuse,I,62,0,0,0
9569,Less than HS,≤34,M,White,Firearms,IV,26,0,1,0
9570,High School,55+,M,Other,Drug Trafficking,IV,74,0,0,0
9571,High School,45-54,M,White,Drug Trafficking,III,41,0,0,0
9572,High School,55+,M,Black,Fraud,I,76,0,1,0
9573,Some College,≤34,M,White,Drug Trafficking,I,51,0,1,0
9574,High School,35-44,M,Other,Immigration,I,44,0,1,0
9575,High School,≤34,M,Black,Fraud,I,77,0,1,0
9576,High School,≤34,M,Black,Drug Trafficking,I,75,0,1,0
9577,Some College,≤34,M,White,Drug Trafficking,III,30,0,1,0
9578,Less than HS,≤34,F,Hispanic,Fraud,II,36,0,1,0
9579,Less than HS,≤34,M,Hispanic,Fraud,VI,87,0,0,0
9580,Some College,≤34,F,White,Drug Trafficking,I,55,0,0,0
9581,Less than HS,≤34,M,Black,Drug Trafficking,I,47,0,0,0
9582,High School,55+,M,White,Immigration,IV,59,0,0,0
9583,High School,35-44,M,Black,Firearms,V,57,0,0,0
9584,High School,45-54,M,Other,Firearms,II,59,0,0,0
9585,Some College,35-44,M,White,Child Pornography,I,69,0,0,0
9586,High School,45-54,M,White,Immigration,I,60,0,0,0
9587,High School,55+,F,Other,Drug Trafficking,V,90,0,0,0
9588,High School,≤34,M,Hispanic,Drug Trafficking,I,56,0,0,0
9589,High School,45-54,M,Black,Drug Trafficking,I,70,0,0,1
9590,High School,45-54,M,Other,Immigration,I,79,0,1,0
9591,High School,≤34,M,Black,Firearms,I,85,0,0,0
9592,High School,55+,M,Hispanic,Immigration,III,64,0,0,0
9593,High School,55+,M,Black,Immigration,I,68,0,1,0
9594,Less than HS,≤34,M,Black,Immigration,II,41,0,1,0
9595,High School,55+,M,Hispanic,Fraud,I,37,1,1,0
9596,High School,45-54,M,Hispanic,Immigration,II,102,0,1,0
9597,Undergraduate Degree,45-54,M,Black,Drug Trafficking,I,54,0,1,0
9598,High School,55+,M,Hispanic,Firearms,III,72,1,1,0
9599,High School,35-44,M,Other,Drug Trafficking,V,52,0,1,0
9600,Some College,55+,M,Other,Drug Trafficking,IV,45,0,1,0
9601,Some College,≤34,M,White,Drug Trafficking,I,39,0,0,0
9602,High School,≤34,M,Other,Fraud,I,68,0,1,0
9603,High School,55+,M,White,Firearms,I,94,0,0,0
9604,Less than HS,≤34,M,Black,Drug Trafficking,II,42,0,1,0
9605,Less than HS,≤34,M,Hispanic,Drug Trafficking,I,74,0,1,0
9606,High School,55+,M,White,Immigration,I,74,0,1,0
9607,Some College,55+,M,White,Child Pornography,VI,76,0,1,0
9608,Graduate Degree,55+,M,White,Fraud,I,27,0,1,0
9609,High School,45-54,M,Black,Firearms,I,73,0,0,0
9610,Some College,55+,F,Hispanic,Firearms,VI,52,0,1,0
9611,Less than HS,≤34,M,Hispanic,Firearms,II,68,0,0,0
9612,High School,≤34,M,White,Firearms,VI,83,0,1,0
9613,High School,55+,M,Other,Firearms,I,88,0,0,0
9614,High School,≤34,M,Black,Fraud,V,79,0,0,0
9615,Undergraduate Degree,55+,M,Hispanic,Drug Trafficking,I,21,0,0,0
9616,Some College,35-44,M,White,Immigration,V,38,0,0,0
9617,Some College,35-44,M,Other,Drug Trafficking,I,79,0,0,0
9618,Less than HS,≤34,M,Black,Robbery,I,47,0,0,0
9619,Less than HS,55+,F,Hispanic,Immigration,I,62,0,1,0
9620,Undergraduate Degree,45-54,M,Black,Money Laundering,I,32,0,0,0
9621,Less than HS,35-44,M,White,Drug Trafficking,V,64,0,0,0
9622,High School,45-54,M,Other,Firearms,I,81,0,1,0
9623,High School,45-54,M,Hispanic,Firearms,I,64,0,1,0
9624,Some College,35-44,F,White,Firearms,III,61,0,0,0
9625,Less than HS,35-44,M,Black,Robbery,VI,83,0,0,0
9626,Undergraduate Degree,≤34,M,Hispanic,Sexual Abuse,I,28,0,1,0
9627,High School,≤34,M,Hispanic,Firearms,I,46,0,1,0
9628,Some College,55+,M,Black,Child Pornography,III,44,0,1,0
9629,High School,45-54,M,Hispanic,Firearms,I,79,0,1,0
9630,High School,≤34,F,Black,Immigration,I,71,0,1,0
9631,Some College,≤34,M,Other,Immigration,IV,38,0,1,0
9632,Less than HS,≤34,M,Hispanic,Immigration,III,76,1,0,0
9633,Less than HS,≤34,M,White,Drug Trafficking,I,62,0,1,0
9634,High School,35-44,M,Hispanic,Drug Trafficking,VI,60,0,1,0
9635,Undergraduate Degree,35-44,M,Other,Money Laundering,I,23,0,1,0
9636,High School,≤34,F,Other,Drug Trafficking,I,49,0,1,0
9637,Less than HS,≤34,F,Black,Firearms,I,44,0,1,0
9638,High School,45-54,M,Other,Fraud,VI,71,1,1,0
9639,High School,≤34,M,Black,Immigration,V,69,0,1,0
9640,High School,≤34,M,White,Immigration,I,66,0,1,0
9641,Less than HS,≤34,F,Black,Drug Trafficking,III,28,0,1,0
9642,High School,55+,M,Other,Immigration,VI,67,0,1,0
9643,High School,45-54,M,Other,Fraud,I,59,0,0,0
9644,High School,35-44,M,White,Drug Trafficking,I,63,1,0,0
9645,High School,55+,M,Black,Drug Trafficking,I,94,0,0,0
9646,High School,45-54,M,Black,Immigration,VI,76,0,0,0
9647,Less than HS,≤34,M,Black,Fraud,II,61,0,1,0
9648,Less than HS,≤34,M,Black,Robbery,I,91,0,0,0
9649,Some College,55+,M,White,Immigration,VI,68,0,1,0
9650,Less than HS,45-54,F,Black,Immigration,VI,31,0,1,0
9651,Graduate Degree,55+,F,White,Drug Trafficking,I,50,0,0,0
9652,Some College,35-44,M,Other,Fraud,I,53,0,1,0
9653,Some College,≤34,M,Black,Child Pornography,I,63,0,0,0
9654,High School,45-54,M,Hispanic,Drug Trafficking,II,50,0,1,0
9655,High School,45-54,F,Black,Immigration,III,66,1,1,0
9656,Less than HS,35-44,M,Hispanic,Robbery,VI,48,0,1,0
9657,Some College,55+,M,White,Child Pornography,I,56,0,1,0
9658,High School,≤34,M,White,Fraud,II,69,0,1,0
9659,Less than HS,≤34,M,Black,Immigration,I,75,0,1,0
9660,High School,≤34,M,Hispanic,Fraud,VI,52,0,0,0
9661,Undergraduate Degree,45-54,M,Other,Sexual Abuse,I,53,0,1,0
9662,Undergraduate Degree,35-44,M,Other,Tax,I,49,0,1,0
9663,High School,45-54,M,Other,Immigration,V,50,0,1,0
9664,High School,55+,M,Other,Drug Trafficking,III,87,0,1,0
9665,Less than HS,≤34,M,Hispanic,Drug Trafficking,V,35,0,1,0
9666,High School,55+,M,White,Immigration,II,80,1,1,0
9667,Some College,≤34,F,White,Firearms,III,16,0,0,0
9668,Undergraduate Degree,55+,M,Black,Fraud,I,41,0,1,0
9669,High School,55+,M,White,Fraud,IV,87,0,0,0
9670,Less than HS,≤34,M,Black,Robbery,I,73,0,1,0
9671,High School,45-54,M,Other,Drug Trafficking,I,72,0,1,0
9672,High School,45-54,F,Black,Firearms,I,64,0,1,0
9673,Undergraduate Degree,≤34,M,Hispanic,Child Pornography,I,40,0,1,1
9674,High School,35-44,M,White,Immigration,V,55,0,1,0
9675,Some College,≤34,M,Other,Child Pornography,V,60,0,0,0
9676,High School,35-44,F,Black,Immigration,II,68,0,1,0
9677,High School,45-54,M,White,Drug Trafficking,I,59,0,0,0
9678,Some College,35-44,M,Other,Fraud,I,43,0,0,0
9679,High School,35-44,F,Black,Drug Trafficking,I,63,0,0,0
9680,Some College,≤34,M,Other,Fraud,V,40,0,0,0
9681,High School,55+,M,White,Immigration,I,65,0,0,0
9682,High School,55+,M,Black,Fraud,I,74,0,1,0
9683,Less than HS,35-44,M,Black,Robbery,II,62,0,1,1
9684,Some College,35-44,M,White,Fraud,I,46,0,1,0
9685,Less than HS,35-44,M,Hispanic,Robbery,I,63,0,1,0
9686,Some College,55+,M,Other,Drug Trafficking,II,55,0,1,0
9687,Undergraduate Degree,55+,M,Black,Fraud,IV,43,0,1,0
9688,Less than HS,≤34,F,Hispanic,Robbery,III,52,0,1,0
9689,High School,35-44,F,Hispanic,Fraud,I,50,0,0,0
9690,Less than HS,≤34,M,Black,Robbery,I,71,0,1,0
9691,Less than HS,35-44,M,Hispanic,Firearms,III,72,0,0,0
9692,High School,55+,M,White,Drug Trafficking,I,43,0,1,0
9693,Less than HS,45-54,F,Hispanic,Immigration,I,61,0,1,0
9694,High School,≤34,M,White,Fraud,III,44,0,1,0
9695,High School,55+,M,White,Drug Trafficking,III,61,0,1,0
9696,High School,55+,M,Black,Drug Trafficking,VI,71,1,0,0
9697,High School,≤34,M,Hispanic,Immigration,I,62,0,1,0
9698,Less than HS,≤34,F,Black,Firearms,I,35,0,1,0
9699,Undergraduate Degree,55+,M,Hispanic,Tax,I,58,0,1,0
9700,High School,35-44,F,White,Immigration,VI,67,0,1,0
9701,High School,≤34,M,White,Immigration,V,66,0,0,1
9702,High School,45-54,M,White,Immigration,II,86,0,0,0
9703,Less than HS,35-44,M,Hispanic,Firearms,I,65,0,1,0
9704,Some College,45-54,M,Black,Firearms,III,53,0,1,0
9705,High School,45-54,F,White,Immigration,I,77,0,1,0
9706,High School,45-54,M,Black,Immigration,II,54,0,1,0
9707,Some College,55+,M,Hispanic,Fraud,I,44,0,1,0
9708,High School,55+,M,Other,Fraud,I,43,0,1,0
9709,Undergraduate Degree,≤34,F,Other,Money Laundering,III,67,0,1,0
9710,Undergraduate Degree,35-44,M,Other,Sexual Abuse,V,6,0,0,0
9711,High School,≤34,F,White,Drug Trafficking,I,76,0,0,0
9712,Some College,≤34,M,Hispanic,Drug Trafficking,I,67,0,1,0
9713,Undergraduate Degree,≤34,F,Hispanic,Child Pornography,V,60,0,1,0
9714,High School,55+,M,White,Immigration,VI,79,0,1,0
9715,Undergraduate Degree,≤34,M,Hispanic,Fraud,I,24,0,0,0
9716,High School,45-54,M,Hispanic,Drug Trafficking,V,80,0,0,0
9717,High School,35-44,M,Hispanic,Firearms,III,55,0,1,0
